metal_level,company,plan_number,plan_name,plan_type,sob_url,plan_id
Gold,PacificSource Health Plans,10091OR0760005,Navigator Gold 500 Exchange,PPO,https://pacificsource.widen.net/view/pdf/tmphuec9on/Navigator-Gold-500-Exchange_10091OR0760005-01-SBC_2025.pdf,03c1cb18-1f6f-426a-a370-7fb2f5958bdf
Silver,AmeriHealth Caritas Next,17414NC0010013,AmeriHealth Caritas Next Silver Deluxe + No Referrals,HMO,https://www.amerihealthcaritasnext.com/assets/pdf/nc/2025/member/plan-documents/summary-of-benefits-nc-silver-deluxe-on.pdf,03c1cfd7-2a5e-43d1-8e36-5a3fd7946132
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990347,Blue Choice Preferred Silver PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsa45bceiilp-il-2025.pdf,03c50421-50a5-4d97-b63f-56598cf5275f
Gold,Blue Cross and Blue Shield of Texas,33602TX0870127,Blue Advantage Plus Gold? 203,POS,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxp-tx-2025.pdf,03c5627a-db2d-4bb6-8ba9-a63188e6e891
Expanded Bronze,Sanford Health Plan,89364ND0120007,"Sanford Individual Simplicity $6,000",PPO,https://www.sanfordhealthplan.com/-/media/plan-documents/2025/py25indsimp_6000_nd_hp2825.pdf,03c6fbdc-c7a8-4beb-ab6b-9debc8a48b87
Gold,Blue Cross and Blue Shield of Texas,33602TX0870274,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,03c79a11-8584-4c33-a053-be011fa654b8
Gold,Florida Blue (BlueCross BlueShield FL),16842FL0310001,BlueSelect Gold 1535V ($0 Virtual PCP Visits / $15 PCP Visits / Adult Vision / Rewards),EPO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/1535V.pdf,03c7dc77-4d58-4b2f-a0a7-ded168c56a1a
Silver,Medica,20305NE0040027,Medica Insure Silver Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBISSNE&uid=FFM.pdf,03c8367d-8bfd-4f93-b264-af8897a98e6f
Gold,CareSource,77552OH0010212,Core Gold 1500 $10 Generic Drugs,HMO,https://www.caresource.com/documents/Marketplace-2025-Standard-OH-CoreGold1500$10GenericDrugs-Base-Basic-sum.pdf,03ca0c85-0a38-46b3-92b8-eb1ce74e6c63
Gold,Highmark Blue Cross Blue Shield West Virginia,31274WV0560005,my Blue Access WV PPO Gold 0,PPO,https://shop.highmark.com/content/sbcs/2025/WV/Individual/I_31274WV0560005-01_20250101_SBC.pdf,03cb64d3-cb46-4087-a518-f21a1cda7922
Silver,Premera Blue Cross Blue Shield of Alaska,38344AK1060002,Premera Blue Cross Preferred Silver 4500,PPO,https://www.premera.com/documents/045635_2025.pdf,03ceb9d0-e384-45a6-ab44-69e9df147e0e
Gold,Blue Cross and Blue Shield of Texas,33602TX0870279,Blue Advantage Plus Gold? 803,POS,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxp-tx-2025.pdf,03cfe5f6-c1e4-4198-a5e9-22584e8f3859
Gold,Blue Cross Blue Shield of Arizona,53901AZ1420116,Blue AdvanceHealth Gold - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=AdvanceHealth%20Gold%20&Deductibles=4375&EffectiveDate=2025/01/01&ContractType=2.pdf,03cffd55-660c-4637-9fb5-e130e1931211
Silver,Blue Cross Blue Shield of North Dakota,37160ND2410027,BlueValue Silver $40 PCP Copay (Standardized plan),PPO,https://www.bcbsnd.com/content/dam/bcbsnd/documents/plans/2025/individual-metallic/bluevalue/BlueValueSilver60-5000_IND_ONX_OFX_20250101_SBC.pdf,03d04c2e-0ec3-4c43-b16c-cbaa82e97e95
Catastrophic,Blue Cross and Blue Shield of Alabama,46944AL0470001,Blue Protect,PPO,https://www.alabamablue.com/sb/2025bpi.pdf,03d0bb8a-d69a-46c5-bab4-2ef94a0c7b56
Gold,Anthem Blue Cross and Blue Shield,79475WI0530007,Anthem Gold Preferred/Broad 1000 ($0 Virtual PCP + $0 Select Drugs + Incentives),POS,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemGoldPreferredBroad10000VirtualPCP0SelectDrugsIncentives/86FH/English/DG166705364104.pdf,03d0f535-9994-4162-915a-b7a61dab0951
Gold,Ambetter from Meridian,58594MI0030021,Elite Gold,HMO,https://api.centene.com/SBC/2025/58594MI0030021-01.pdf,03d338e7-b323-40d0-bba0-1db548196cc1
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990199,Blue Choice Preferred Bronze PPO? 201,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsh31bceiilp-il-2025.pdf,03d509b0-5b48-4286-80a2-70788406be17
Gold,Molina Healthcare,45786TX0020013,Gold 12,HMO,https://www.molinamarketplace.com/members/tx/en-US/PDF/Marketplace/2025/TX25SBCE_G12_1.pdf,03d5b0ce-361f-4f2a-be70-444984f7dbf2
Expanded Bronze,Priority Health,29698MI0541105,MyPriority Standard Bronze - Trinity Health East Network,HMO,https://priorityhealth.stylelabs.cloud/api/public/content/2025-standard-bronze-trinity-health-east-sbc.pdf,03d92f5a-2dd7-417f-9ac6-465d64c2a71a
Silver,Ambetter from Home State Health,99723MO0090011,Complete Silver,EPO,https://api.centene.com/SBC/2025/99723MO0090011-01.pdf,03d987c0-2a9e-4a29-a21e-8342a2bf9e40
Silver,UnitedHealthcare,33931OH0070007,"UHC Silver Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.33931OH0070007-01.en.2025.pdf,03d9bedc-d874-44cc-9fa6-caa2d12b5ddb
Silver,Florida Blue HMO (a BlueCross BlueShield FL company),30252FL0190032,myBlue Silver 25M03-01V ($0 Virtual PCP Visits / $0 Primary Care Visits with Select Providers / $20 Labs / Adult Vision / Rewards),HMO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/25M03-01V.pdf,03e06882-420a-4fff-85af-e2a73bf3763b
Expanded Bronze,"Antidote Health Plan of Ohio, Inc.",31981OH0020010,"Bronze Complete $0 Tier-1 PCP, $0 Antidote 24/7 Virtual PCP/Urg/Chronic Care, $0 Core Rx",HMO,http://www.antidotehealth.com/assets/docs/25/m-sbc-25-oh-en-31981OH0020010-01-b-complete-on.pdf,03e0ee13-2ce9-4a91-bc03-321d272c2c89
Gold,Blue Cross and Blue Shield of NC,11512NC0060050,Blue Advantage Gold Standard | Nationwide Doctors,PPO,https://www.bcbsnc.com/assets/shopper/public/pdf/sbc/Blue_Advantage_Gold_Standard_1500_2025.pdf,03e1c022-181e-446f-8cd6-3ee45b792d82
Expanded Bronze,Blue Cross and Blue Shield of Nebraska,29678NE1510006,HeartlandBlue Bronze Standard 7500 NEtwork Blue PPO,PPO,https://sbc.nebraskablue.com/home/retrievesbc/M23874001_2025.pdf,03e2f1f7-d68a-4ab5-b4d3-eaad9727261b
Gold,Avera Health Plans,60536SD0020057,Avera Standard $1500,PPO,http://www.averahealthplans.com//app/files/public/ac4aa3fd-343b-4c32-b509-5073c5513996/SBC/2025/SD%20IND%20PPO%20Network/2025_60536SD0020051-00-01%202025_60536SD0020057-00-01%20AveraStand1500.pdf,03e39fd1-6976-4ed7-8b1d-870af33ff011
Expanded Bronze,Molina Healthcare,79975MS0010010,Bronze 8,HMO,https://www.molinamarketplace.com/members/ms/en-US/PDF/Marketplace/2025/MS25SBCE_B8_1.pdf,03e5aebf-fa93-4495-9737-3be55eca6de1
Silver,BlueCross BlueShield of Tennessee,14002TN0400340,BlueCross S29E $60 PCP Copay + $0 virtual care from Teladoc Health � + Adult Dental,EPO,https://www.bcbst.com/sbc/2025/127600/S29E_SBC.pdf,03e5f478-d25d-4d21-afc5-60adaa29f754
Gold,Sanford Health Plan,89364ND0120001,"Sanford Individual Simplicity $1,750",PPO,https://www.sanfordhealthplan.org/-/media/plan-documents/2025/PY25INDSimp_1750_ND_HP2819.pdf,03e80f62-262a-477e-9d8c-7da9b588d7a5
Silver,Health Alliance,20129IL0340073,2025 POS 4200 Elite Silver,POS,https://www.healthalliance.org/documents/sbc/IL_IND_PUB_SBC_2025_POS_4200_ELITE_SILVER/2025.pdf,03ececac-a567-4baf-a323-d55eee3767a9
Silver,Ambetter of Alabama,53932AL0110016,Elite Silver + Vision + Adult Dental,EPO,https://api.centene.com/SBC/2025/53932AL0110016-01.pdf,03ede3d3-26c9-42c6-bc07-fe17b1aaeb48
Expanded Bronze,CareSource,77552OH0020204,Bronze First 7500 $25 Generic Drugs Adult Vision & Fitness,HMO,https://www.caresource.com/documents/Marketplace-2025-Federal-OH-BronzeFirst7500$25GenericDrugsAdultVision&Fitness-Base-V&F-sum.pdf,03f0a9c3-01e1-4bec-848e-7cad8bc133cf
Silver,Blue Cross and Blue Shield of Nebraska,29678NE1450008,HeartlandBlue Silver $0 PCP Visit 4500 NEtwork Blue,EPO,https://sbc.nebraskablue.com/home/retrievesbc/M22995003_2025.pdf,03f442c8-9468-41ba-86ce-e3158b85171a
Silver,UnitedHealthcare,97560MS0030029,"UHC Silver Advantage ($0 Virtual Urgent Care, $3 Tier 2 Rx, No Referrals)",HMO,https://www.uhc.com/ifp/sbc.97560MS0030029-01.en.2025.pdf,03f4c5a0-9cdb-46d0-8f89-5527fae9bbf1
Silver,Anthem Blue Cross and Blue Shield,29276OH0920428,"
Anthem Heart Healthy Silver Pathway X HMO 6000 ($0 Virtual PCP + $0 Select Drugs)",HMO,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemHeartHealthySilverPathwayXHMO60000VirtualPCP0SelectDrugs/844K/English/DG166705367240.pdf,03f51e2e-dd4d-48cc-be89-e78d606689d3
Gold,Network Health,81413WI0490013,Prestige Gold Essential + 3Free PCP Visits,HMO,https://assets.networkhealth.com/plandocuments/2025_SBC_PRESTIGE_25_GOLD_EHP_NBP015543_CSR_0.pdf,03f823a9-66f7-4ea6-9bf4-84e8d02e61d7
Silver,BlueCross BlueShield of South Carolina,26065SC0750008,BlueExtend PPO Standard Silver,PPO,https://www.southcarolinablues.com/web/nonsecure/sc/resources/0664b074-44a4-4660-91b8-c2e9ecd3c22f/BCBS+-+BlueExtend+PPO+Standard+Silver+2025.pdf,03f92f0e-c716-4a8a-93ab-8c73ccbe7a5f
Expanded Bronze,Blue Cross and Blue Shield of Alabama,46944AL0560001,Blue HSA Bronze,PPO,https://www.alabamablue.com/sb/2025hbi.pdf,03fd8413-669f-42dd-8714-207059e823c8
Expanded Bronze,Molina Healthcare,64353OH0010011,Bronze 8,HMO,https://www.molinamarketplace.com/members/oh/en-US/PDF/Marketplace/2025/OH25SBCE_B8_1.pdf,03fd8bf8-c91d-4a2e-a2e7-524b85517f00
Gold,Ambetter Health,35065IN0040013,Standard Gold,HMO,https://api.centene.com/SBC/2025/35065IN0040013-01.pdf,03ffd0f6-d03e-41f9-9d30-767ebe04b491
Gold,Aetna CVS Health,99129IL0120035,Gold 3 Advanced: Aetna network + $0 MinuteClinic + Adult Dental + Vision + Rx Copay,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-777419_99129IL0120035-01_SBC.pdf,0402bfe8-51e9-4681-b8cc-32fb50654519
Silver,Blue Cross and Blue Shield of Oklahoma,87571OK0510061,MyBlue Silver HMO? 705,HMO,https://www.bcbsok.com/sbc/ind/sbc-shsa41baviokp-ok-2025.pdf,040332e0-9d71-4c7e-9076-74860bfaa2ae
Silver,Blue Cross and Blue Shield of Illinois,36096IL0990346,Blue Choice Preferred Silver PPO? Standard - Select Rx Copays,PPO,https://www.bcbsil.com/sbc/ind/sbc-spsa45bceiilp-il-2025.pdf,040340bb-00fd-4be2-92d4-d064693295c1
Expanded Bronze,UnitedHealthcare,69461AL0110020,"UHC Bronze Copay Focus $0 Indiv Med Ded ($0 Virtual Urgent Care, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.69461AL0110020-01.en.2025.pdf,04035958-8eb7-4d72-b682-4812fda7b90f
Expanded Bronze,Aetna CVS Health,48161MO0200028,Bronze 4 Advanced: Aetna network + $0 CVS Health Virtual Primary Care,EPO,https://www.aetnacvshealth.com/documents/2025-IFP-777564_48161MO0200028-01_SBC.pdf,040603ac-1ede-44c9-9337-ca704f4a4713
Silver,Kaiser Permanente,71287OR0420003,KP Oregon Standard Silver Plan,EPO,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/summary-of-benefits/nw/individual-family/2025/71287OR0420003-01-en-2025.pdf,04083f31-0006-4a5b-ab4a-9534538b4da0
Silver,Quartz,37833WI0380271,QUARTZ ONE ACHIEVE W/ADVOCATE HEALTH CARE SILVER (DENTAL & VISION) STANDARD EASY PRICING,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1S253827101/view.pdf,0409ae8f-3e69-4ef3-95eb-621b3493cf89
Silver,Blue Cross and Blue Shield of Alabama,46944AL0730001,Blue Standardized Silver,PPO,https://www.alabamablue.com/sb/2025sts.pdf,0409be75-1cd4-4a7e-8ab8-6031d39be6dd
Expanded Bronze,Mending,58944OK0010007,"TARO Standard Bronze (No Direct Primary Care, for DPC select DPC Bronze)",HMO,https://static.tarohealth.com/2025/ok/SBC_58944OK001000701.pdf,040b7341-4abc-43e0-b0fa-97c697033df4
Gold,Blue Cross and Blue Shield of Texas,33602TX0460949,Blue Advantage Gold HMO? Standard,HMO,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxp-tx-2025.pdf,040bbb77-e1ee-456e-ba9f-6c5e65b0ce1d
Silver,Ambetter from Arkansas Health & Wellness,37903AR0070033,Standard Silver (QualChoiceLife),PPO,https://api.centene.com/SBC/2025/37903AR0070033-01.pdf,040d6f45-fc31-4940-b8eb-d52e48b66ea4
Gold,UnitedHealthcare,69842LA0240023,"UHC Gold Copay Focus $0 Indiv Med Ded ($0 Virtual Urgent Care, $3 Tier 2 Rx, $0 Insulin, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.69842LA0240023-01.en.2025.pdf,0410949a-5e95-425e-86c2-888c6e1ec09b
Silver,CareSource,54192IN0010014,Silver 5000 $20 Generic Drugs,HMO,https://www.caresource.com/documents/Marketplace-2025-Federal-IN-Silver5000$20GenericDrugs-Base-Basic-sum.pdf,0410b317-0035-4cad-8968-42788de2e04b
Silver,"Blue Cross and Blue Shield of Kansas, Inc.",18558KS0400013,BlueCare EPO Silver Plus,EPO,https://www.bcbsks.com/qhp-data/plan-docs/2025/MT033_BlueCareEPOSilverPlus_2025.pdf,04114636-4f09-4cc6-b1c9-bd716e0c74e6
Catastrophic,Blue Cross and Blue Shield of Oklahoma,87571OK0350206,Blue Preferred Security PPO? 200,PPO,https://www.bcbsok.com/sbc/ind/sbc-cpsh30eppiokp-ok-2025.pdf,04140c47-8c69-495b-93f0-ac98ada58e22
Silver,Aetna CVS Health,58840TX0110151,Silver 10 Advanced: $0 PCP + Aetna network + $0 walk-in clinic + $0 CVS Health Virtual Care 24/7,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-774763_58840TX0110151-01_SBC.pdf,04161a38-381e-40f2-afc8-de56abc41171
Silver,Medica,53461MO0010075,Select by Medica Silver Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBSMSSMO&uid=FFM.pdf,04175058-bd76-4449-bb68-f90fa80388d5
Silver,Aetna CVS Health,18628FL0160009,Silver S: Aetna network + $0 MinuteClinic + $0 CVS Health Virtual Care 24/7,HMO,https://www.aetnacvshealth.com/documents/2025-IFP-778412_18628FL0160009-01_SBC.pdf,041984dc-ef38-4eee-b124-cc7aa44f8a3f
Bronze,Blue Cross and Blue Shield of Texas,33602TX0870087,Blue Advantage Plus Bronze? 305,POS,https://www.bcbstx.com/sbc/ind/sbc-bosh43bavitxp-tx-2025.pdf,041ad78c-f3dc-4c9c-bc7c-c8c2a28a94f3
Expanded Bronze,MedMutual,99969OH0080500,Bronze Standard w/ Virtual & Wellness,HMO,https://www.medmutual.com/-/media/FFAE3C44D4E341328B3FE544FD3D56F3.pdf,041c9f65-0c75-436c-b436-01ffd69a8297
Expanded Bronze,Blue Cross and Blue Shield of Illinois,36096IL0990274,Blue Choice Preferred Bronze PPO? 701,PPO,https://www.bcbsil.com/sbc/ind/sbc-bpsa31bceiilp-il-2025.pdf,04211d33-82d9-44c0-a803-6e19e2f7b81d
Expanded Bronze,Blue Cross Blue Shield of Arizona,53901AZ1420143,Blue StandardHealth Bronze - Neighborhood Network,HMO,https://common.secure.azblue.com/SBC/GetSBC?ProductName=StandardHealth%20Bronze%20&Deductibles=7500&EffectiveDate=2025/01/01&ContractType=2.pdf,04236c3e-498b-4850-80e8-530ec5e42e65
Expanded Bronze,Florida Blue (BlueCross BlueShield FL),16842FL0260004,BlueOptions Bronze 24J01-04 ($0 Virtual PCP Visits / 3 PCP Visits for $0 then $55 / Rewards),PPO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24J01-04.pdf,0425f333-c921-4532-b71b-a404272dd1ec
Gold,UnitedHealthcare,71667MI0010042,UHC Gold Copay Focus (No Referrals),HMO,https://www.uhc.com/ifp/sbc.71667MI0010042-01.en.2025.pdf,0426ebec-b569-4d82-a20d-0c724acc0118
Gold,Ambetter from Buckeye Health Plan,41047OH0010041,Complete Gold,HMO,https://api.centene.com/SBC/2025/41047OH0010041-01.pdf,0428ce2a-6841-4ca8-828b-6ff8657ca3b5
Silver,UnitedHealthcare,69443TN0140021,UHC Silver Standard (No Referrals),EPO,https://www.uhc.com/ifp/sbc.69443TN0140021-01.en.2025.pdf,042b5669-0f1c-4b17-b8c5-0d10976d44e5
Silver,PacificSource Health Plans,23603MT0290002,Navigator Silver HSA 3500,PPO,https://pacificsource.widen.net/content/udvtrzc0e0/pdf/Navigator-Silver-HSA-3500_23603MT0290002-01-SBC_2025.pdf,042e693f-9419-4ba7-9429-ff171f17fbaa
Gold,CareSource,13591NC0020013,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,https://www.caresource.com/documents/Marketplace--2025-HH-Elite-NC-Gold1500$0SelectDrugs&SpecializedServicesAdultVision&Fitness-Base-V&F-sum.pdf,042fc244-656f-4460-835a-9db430d8391c
Silver,Florida Blue (BlueCross BlueShield FL),16842FL0260003,BlueOptions Silver 24J01-03 ($0 Virtual PCP Visits / $0 Labs / Rewards),PPO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24J01-03.pdf,0430cac5-6dc9-40d6-9703-431db3ca522a
Silver,Medica,20305NE0050027,Medica with CHI Health Silver Share,EPO,https://portal.medica.com/visitor/sbcsearch/docdisplay?plancode=2025-IFBCHSSNE&uid=FFM.pdf,0430f9b5-ebb7-4b56-9f18-f1bc10733ac9
Gold,UnitedHealthcare,68398FL0030036,UHC Gold Standard,HMO,https://www.uhc.com/ifp/sbc.68398FL0030036-01.en.2025.pdf,04330870-4167-4a95-9b41-d6c173462cb2
Expanded Bronze,Blue Cross and Blue Shield of Oklahoma,87571OK0350192,Blue Preferred Bronze PPO? Standard,PPO,https://www.bcbsok.com/sbc/ind/sbc-bpsa87eppiokp-ok-2025.pdf,0434720a-adab-4028-b720-dfb220cc99ae
Silver,Avera Health Plans,60536SD0020043,Avera $4000,PPO,http://www.averahealthplans.com/app/files/public/865822a4-bbdc-48eb-9b07-b738ce638c2b/SBC/2025/SD%20IND%20PPO%20Network/2025_60536SD0020022-00-01%202025_60536SD0020043-00-01%20Avera%204000.pdf,04349a63-0979-4651-a331-dd6d1280133c
Gold,Molina Healthcare,42326SC0010001,Gold 1,HMO,https://www.molinamarketplace.com/members/sc/en-US/PDF/Marketplace/2025/SC25SBCE_G1_1.pdf,0434d951-53b5-4c34-9e89-d4209e8282f1
Gold,CareSource,50328WV0020035,Healthy Heart Gold 1500 $0 Select Drugs & Specialized Services Adult Vision & Fitness,HMO,https://www.caresource.com/documents/Marketplace--2025-HH-Elite-WV-Gold1500$0SelectDrugs&SpecializedServicesAdultVision&Fitness-Base-V&F-sum.pdf,04365fa7-7515-40c9-bf32-86675273d05b
Gold,Quartz,37833WI0380241,QUARTZ ONE ACHIEVE W/ADVOCATE HEALTH CARE GOLD MAINTENANCE (DENTAL & VISION) $500 DED,HMO,https://apps.quartzbenefits.com/sbc/Document.aspx?i=Q1G253824101/view.pdf,0438d59f-2f0b-4e1b-b782-948895cea259
Expanded Bronze,Health Advantage,13262AR0230007,HA Bronze Exp Standardized,POS,https://healthadvantage-hmo.com/docs/librariesprovider6/members/sbcpdffiles/2025/60030.pdf,0439eceb-5873-41ea-a11e-e005b6ee6dd0
Gold,Ambetter from Arizona Complete Health,91450AZ0080124,Standard Gold,HMO,https://api.centene.com/SBC/2025/91450AZ0080124-01.pdf,043af50d-efd9-4f4f-8ddf-55877f26410e
Silver,Blue Cross Blue Shield of Michigan Mutual Insurance Company,15560MI0350006,Blue Cross� Premier PPO Silver Saver HSA,PPO,https://www.bcbsm.com/amslibs/content/dam/public/marketplace/2025-individual/sbc/premier-silver-saver-hsa-sbc.pdf,043c41a3-6089-44d6-b904-5ac9abc80da2
Silver,"Oscar Health Plan of North Carolina, Inc",69803NC0010006,Silver Classic,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/NC/sbc/2025_69803NC001000601.pdf,043db6ef-749f-4ca8-afaa-ae42627d845a
Gold,Ambetter from Home State Health,99723MO0090063,Everyday Gold,EPO,https://api.centene.com/SBC/2025/99723MO0090063-01.pdf,0440182d-def8-4a95-9884-e0154adff214
Expanded Bronze,Providence Health Plan,56707OR1420003,HSA Qualified 7100 Bronze - Choice Network,EPO,https://providencehealthplan.com/-/media/providence/website/pdfs/indi-fam/2025/SBC/OR/2025_HSA_Qualified_7100_Bronze_Choice_Network_01.pdf,04446635-ed75-4e0c-8a24-c1bd98b3cfb9
Silver,Blue Cross and Blue Shield of Nebraska,29678NE1510008,HeartlandBlue Silver $0 PCP Visit 4500 NEtwork Blue PPO,PPO,https://sbc.nebraskablue.com/home/retrievesbc/M23887001_2025.pdf,0445222d-44de-46db-9f72-6a016a617b6a
Gold,Oscar Insurance Corporation of Ohio,45845OH0100036,Gold Elite,HMO,https://d3ul0st9g52g6o.cloudfront.net/2025/OH/sbc/2025_45845OH010003601.pdf,04452bd8-6216-4484-981f-ab32d8eea6d0
Expanded Bronze,UnitedHealthcare,94968KS0100004,"UHC Bronze Copay Focus+ $0 Indiv Med Ded ($0 Virtual Urgent Care, Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.94968KS0100004-01.en.2025.pdf,04462eba-83e8-42c0-ab2a-edc0f5a538e8
Silver,MedMutual,99969OH0080544,Silver $5000 w/ Virtual & Wellness ON-EX,HMO,https://www.medmutual.com/-/media/7C1D6A79E36E4B98B42119B76D9DBC0C.pdf,0447a06c-df56-40b3-9d34-54e0bdfa54e2
Expanded Bronze,Mountain Health CO-OP,32225MT0090012,Connect Bronze Expanded Standard,PPO,https://mountainhealth.coop/wp-content/uploads/plans/2025/2025_IND_MT_CONNECT_BRONZE_STANDARD_EXPANDED_SBC.pdf,044829ac-3bb6-4355-a5ab-67082362c788
Platinum,Florida Blue (BlueCross BlueShield FL),16842FL0260021,BlueOptions Platinum 24J01-21S ($0 Deductible / $10 PCP Visits / $20 Specialist Visits / Multilingual Available / Rewards),PPO,https://www.bcbsfl.com/DocumentLibrary/sbc/2025/24J01-21S.pdf,044a0a1d-930e-4859-811c-a96a2b60c41b
Gold,Oscar Insurance Company,45819IA0010063,Gold Elite,EPO,https://d3ul0st9g52g6o.cloudfront.net/2025/IA/sbc/2025_45819IA001006301.pdf,044a4782-38a7-4a7e-ba9d-c948a78c7b90
Silver,CareSource,13591NC0010006,Silver 5000 $20 Generic Drugs,HMO,https://www.caresource.com/documents/Marketplace-2025-Federal-NC-Silver5000$20GenericDrugs-Base-Basic-sum.pdf,044a891c-f4e3-49df-a760-c91d69e8971e
Gold,Ambetter Health,48286IA0010015,Complete Gold,HMO,https://api.centene.com/SBC/2025/48286IA0010015-01.pdf,044c08a3-8731-40f0-8e87-8155a701fd30
Gold,UnitedHealthcare,69443TN0180002,"UHC Gold Advantage+ (Dental + Vision, No Referrals)",EPO,https://www.uhc.com/ifp/sbc.69443TN0180002-01.en.2025.pdf,045243b6-644b-4322-ba41-01afffbb258e
Gold,CareSource,13591NC0010011,Diabetes Gold 1100 $0 Select Drugs & Specialized Services,HMO,https://www.caresource.com/documents/Marketplace--2025-Diab-Elite-NC-Gold1100$0SelectDrugs&SpecializedServices-Base-Basic-sum.pdf,04538213-8b24-4416-9ca8-5ac0e6b135fb
Silver,Blue Cross and Blue Shield of Texas,33602TX0460694,Blue Advantage Silver HMO? 205,HMO,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxp-tx-2025.pdf,04549b0b-1854-40ac-9115-98589e1f4b5f
Expanded Bronze,Ambetter of Alabama,53932AL0100014,Elite Bronze,EPO,https://api.centene.com/SBC/2025/53932AL0100014-01.pdf,04569d6d-0a20-4436-b8d2-076d7be2d86a
Bronze,Blue Cross and Blue Shield of Louisiana,97176LA0340017,Blue Max 70/50 $6700,PPO,https://www.bcbsla.com/web/applications/sbcportal/sbcs/2025/97176LA0340017-01.pdf,04584db3-e3a2-4587-a506-3acd87bbec7b
